事件編號,死亡人數_24小時內,死亡人數_2_30日內,受傷人數
33438,0,0,1
33439,0,0,1
33440,0,0,1
33441,0,0,1
33442,0,0,1
33443,0,0,1
33444,0,0,1
33445,0,0,1
33446,0,0,1
33447,0,0,1
33448,0,0,1
33449,0,0,1
33450,0,0,1
33451,0,0,1
33452,0,0,1
33453,0,0,1
33454,0,0,1
33455,0,0,1
33456,0,0,1
33457,0,0,1
33458,0,0,1
33459,0,0,1
33460,0,0,1
33461,0,0,2
33462,0,0,2
33463,0,0,1
33464,0,0,1
33465,0,0,1
33466,0,0,1
33467,0,0,1
33468,0,0,2
33469,0,0,2
33470,0,0,1
33471,0,0,1
33472,0,0,1
33473,0,0,1
33474,0,0,1
33475,0,0,1
33476,0,0,2
33477,0,0,2
33478,0,0,2
33479,0,0,3
33480,0,0,3
33481,0,0,3
33482,0,0,3
33483,0,0,1
33484,0,0,1
33485,0,0,1
33486,0,0,1
33487,0,0,1
33488,0,0,1
33489,0,0,1
33490,0,0,1
33491,0,0,1
33492,0,0,1
33493,0,0,1
33494,0,0,1
33495,0,0,1
33496,0,0,1
33497,0,0,1
33498,0,0,1
33499,0,0,1
33500,0,0,3
33501,0,0,3
33502,0,0,3
33503,0,0,3
33504,0,0,2
33505,0,0,2
33506,0,0,1
33507,0,0,1
33508,0,0,2
33509,0,0,2
33510,0,0,1
33511,0,0,1
33512,0,0,1
33513,0,0,1
33514,0,0,1
33515,0,0,1
33516,0,0,1
33517,0,0,1
33518,0,0,1
33519,0,0,1
33520,0,0,1
33521,0,0,1
33522,0,0,1
33523,0,0,1
33524,0,0,1
33525,0,0,1
33526,0,0,1
33527,0,0,1
33528,0,0,1
33529,0,0,2
33530,0,0,2
33531,0,0,1
33532,0,0,1
33533,0,0,3
33534,0,0,3
33535,0,0,3
33536,0,0,3
33537,0,0,3
33538,0,0,3
33539,0,0,3
33540,0,0,1
33541,0,0,1
33542,0,0,1
33543,0,0,1
33544,0,0,1
33545,0,0,1
33546,0,0,1
33547,0,0,1
33548,0,0,2
33549,0,0,2
33550,0,0,1
33551,0,0,1
33552,0,0,2
33553,0,0,2
33554,0,0,1
33555,0,0,1
33556,0,0,2
33557,0,0,2
33558,0,0,2
33559,0,0,2
33560,0,0,2
33561,0,0,2
33562,0,0,1
33563,0,0,1
33564,0,0,1
33565,0,0,1
33566,0,0,1
33567,0,0,1
33568,0,0,1
33569,0,0,1
33570,0,0,2
33571,0,0,2
33572,0,0,2
33573,0,0,1
33574,0,0,1
33575,0,0,1
33576,0,0,1
33577,0,0,1
33578,0,0,1
33579,0,0,1
33580,0,0,2
33581,0,0,2
33582,0,0,2
33583,0,0,1
33584,0,0,1
33585,0,0,1
33586,0,0,1
33587,0,0,2
33588,0,0,2
33589,0,0,1
33590,0,0,1
33591,0,0,1
33592,0,0,1
33593,0,0,1
33594,0,0,1
33595,0,0,1
33596,0,0,1
33597,0,0,1
33598,0,0,1
33599,0,0,1
33600,0,0,1
33601,0,0,1
33602,0,0,1
33603,0,0,1
33604,0,0,1
33605,0,0,1
33606,0,0,1
33607,0,0,1
33608,0,0,1
33609,0,0,1
33610,0,0,1
33611,0,0,1
33612,0,0,1
33613,1,0,1
33614,1,0,1
33615,1,0,1
33616,0,0,2
33617,0,0,2
33618,0,0,2
33619,0,0,1
33620,0,0,1
33621,0,0,1
33622,0,0,1
33623,0,0,1
33624,0,0,1
33625,0,0,1
33626,0,0,1
33627,0,0,1
33628,0,0,1
33629,0,0,2
33630,0,0,2
33631,0,0,1
33632,0,0,1
33633,0,0,1
33634,0,0,1
33635,0,0,1
33636,0,0,1
33637,0,0,1
33638,0,0,1
33639,0,0,1
33640,0,0,1
33641,0,0,2
33642,0,0,2
33643,0,0,1
33644,0,0,1
33645,0,0,1
33646,0,0,1
33647,0,0,1
33648,0,0,1
33649,0,0,1
33650,0,0,1
33651,0,0,1
33652,0,0,1
33653,0,0,1
33654,0,0,1
33655,0,0,2
33656,0,0,2
33657,0,0,1
33658,0,0,1
33659,0,0,2
33660,0,0,2
33661,0,0,1
33662,0,0,1
33663,0,0,1
33664,0,0,1
33665,0,0,1
33666,0,0,1
33667,0,0,1
33668,0,0,1
33669,0,0,2
33670,0,0,2
33671,0,0,2
33672,0,0,1
33673,0,0,1
33674,0,0,1
33675,0,0,1
33676,0,0,1
33677,0,0,1
33678,0,0,1
33679,0,0,1
33680,0,0,1
33681,0,0,1
33682,0,0,1
33683,0,0,1
33684,0,0,2
33685,0,0,2
33686,0,0,2
33687,0,0,2
33688,0,0,2
33689,0,0,1
33690,0,0,1
33691,0,0,1
33692,0,0,1
33693,0,0,1
33694,0,0,1
33695,0,0,2
33696,0,0,2
33697,0,0,2
33698,0,0,2
33699,0,0,2
33700,0,0,1
33701,0,0,1
33702,0,0,1
33703,0,0,1
33704,0,0,1
33705,0,0,1
33706,0,0,1
33707,0,0,1
33708,0,0,1
33709,0,0,1
33710,0,0,1
33711,0,0,1
33712,0,0,2
33713,0,0,2
33714,0,0,1
33715,0,0,1
33716,0,0,2
33717,0,0,2
33718,0,0,1
33719,0,0,1
33720,0,0,2
33721,0,0,2
33722,0,0,2
33723,0,0,2
33724,0,0,1
33725,0,0,1
33726,0,0,2
33727,0,0,2
33728,0,0,2
33729,0,0,2
33730,0,0,2
33731,0,0,2
33732,0,0,2
33733,0,0,1
33734,0,0,1
33735,0,0,1
33736,0,0,1
33737,0,0,1
33738,0,0,1
33739,0,0,1
33740,0,0,1
33741,0,0,1
33742,0,0,1
33743,0,0,1
33744,0,0,1
33745,0,0,1
33746,0,0,1
33747,0,0,1
33748,0,0,1
33749,0,0,1
33750,0,0,1
33751,0,0,1
33752,0,0,1
33753,0,0,2
33754,0,0,2
33755,0,0,2
33756,0,0,2
33757,0,0,1
33758,0,0,1
33759,0,0,1
33760,0,0,2
33761,0,0,2
33762,0,0,2
33763,0,0,2
33764,0,0,2
33765,0,0,2
33766,0,0,1
33767,0,0,1
33768,0,0,1
33769,0,0,1
33770,0,0,1
33771,0,0,1
33772,0,0,2
33773,0,0,2
33774,0,0,1
33775,0,0,1
33776,0,0,2
33777,0,0,2
33778,0,0,1
33779,0,0,1
33780,0,0,1
33781,0,0,1
33782,0,0,1
33783,0,0,1
33784,0,0,1
33785,0,0,1
33786,0,0,1
33787,0,0,1
33788,0,0,1
33789,0,0,1
33790,0,0,1
33791,0,0,1
33792,0,0,2
33793,0,0,2
33794,0,0,2
33795,0,0,2
33796,0,0,2
33797,0,0,2
33798,0,0,2
33799,0,0,2
33800,0,0,2
33801,0,0,2
33802,0,0,2
33803,0,0,2
33804,0,0,1
33805,0,0,1
33806,0,0,1
33807,0,0,1
33808,0,0,2
33809,0,0,2
33810,0,0,1
33811,0,0,1
33812,0,0,2
33813,0,0,2
33814,0,0,1
33815,0,0,1
33816,0,0,1
33817,0,0,1
33818,0,0,1
33819,0,0,1
33820,0,0,1
33821,0,0,1
33822,0,0,2
33823,0,0,2
33824,0,0,1
33825,0,0,1
33826,0,0,1
33827,0,0,1
33828,0,0,1
33829,0,0,1
33830,0,0,2
33831,0,0,2
33832,0,0,1
33833,0,0,1
33834,0,0,1
33835,0,0,1
33836,0,0,1
33837,0,0,1
33838,0,0,1
33839,0,0,1
33840,0,0,2
33841,0,0,2
33842,0,0,1
33843,0,0,1
33844,0,0,1
33845,0,0,1
33846,0,0,1
33847,0,0,1
33848,0,0,1
33849,0,0,1
33850,0,0,1
33851,0,0,1
33852,0,0,1
33853,0,0,1
33854,0,0,1
33855,0,0,1
33856,0,0,2
33857,0,0,2
33858,0,0,2
33859,0,0,2
33860,0,0,2
33861,0,0,1
33862,0,0,1
33863,0,0,2
33864,0,0,2
33865,0,0,1
33866,0,0,1
33867,0,0,1
33868,0,0,1
33869,0,0,1
33870,0,0,1
33871,0,0,1
33872,0,0,1
33873,0,0,1
33874,0,0,1
33875,0,0,1
33876,0,0,1
33877,0,0,1
33878,0,0,1
33879,0,0,1
33880,0,0,1
33881,0,0,1
33882,0,0,1
33883,0,0,1
33884,0,0,2
33885,0,0,2
33886,0,0,1
33887,0,0,1
33888,0,0,1
33889,0,0,1
33890,0,0,1
33891,0,0,1
33892,0,0,1
33893,0,0,1
33894,0,0,1
33895,0,0,1
33896,0,0,1
33897,0,0,1
33898,0,0,1
33899,0,0,1
33900,0,0,1
33901,0,0,3
33902,0,0,3
33903,0,0,3
33904,0,0,1
33905,0,0,1
33906,0,0,1
33907,0,0,1
33908,0,0,1
33909,0,0,1
33910,0,0,1
33911,0,0,1
33912,0,0,1
33913,0,0,1
33914,0,0,1
33915,0,0,1
33916,0,0,1
33917,0,0,1
33918,0,0,1
33919,0,0,1
33920,0,0,1
33921,0,0,1
33922,0,0,1
33923,0,0,1
33924,0,0,1
33925,0,0,1
33926,0,0,1
33927,0,0,1
33928,0,0,2
33929,0,0,2
33930,0,0,1
33931,0,0,1
33932,0,0,1
33933,0,0,1
33934,0,0,1
33935,0,0,1
33936,0,0,1
33937,0,0,1
33938,0,0,2
33939,0,0,2
33940,0,0,2
33941,0,0,1
33942,0,0,1
33943,0,0,1
33944,0,0,1
33945,0,0,1
33946,0,0,1
33947,0,0,1
33948,0,0,1
33949,0,0,2
33950,0,0,2
33951,0,0,1
33952,0,0,1
33953,0,0,1
33954,0,0,1
33955,0,0,2
33956,0,0,2
33957,0,0,1
33958,0,0,1
33959,0,0,1
33960,0,0,1
33961,0,0,2
33962,0,0,2
33963,0,0,1
33964,0,0,1
33965,0,0,1
33966,0,0,1
33967,0,0,1
33968,0,0,1
33969,0,0,1
33970,0,0,1
33971,0,0,1
33972,0,0,1
33973,0,0,1
33974,0,0,1
33975,0,0,1
33976,0,0,1
33977,0,0,1
33978,0,0,1
33979,0,0,2
33980,0,0,2
33981,0,0,1
33982,0,0,1
33983,0,0,2
33984,0,0,2
33985,0,0,2
33986,0,0,1
33987,0,0,1
33988,0,0,2
33989,0,0,2
33990,0,0,2
33991,0,0,1
33992,0,0,1
33993,0,0,1
33994,0,0,1
33995,0,0,1
33996,0,0,3
33997,0,0,3
33998,0,0,3
33999,0,0,3
34000,0,0,1
34001,0,0,1
34002,0,0,1
34003,0,0,1
34004,0,0,1
34005,0,0,1
34006,0,0,1
34007,0,0,1
34008,0,0,1
34009,0,0,1
34010,0,0,1
34011,0,0,2
34012,0,0,2
34013,0,0,2
34014,0,0,1
34015,0,0,1
34016,0,0,1
34017,0,0,1
34018,0,0,1
34019,0,0,1
34020,0,0,1
34021,0,0,1
34022,0,0,2
34023,0,0,2
34024,0,0,1
34025,0,0,1
34026,0,0,1
34027,0,0,1
34028,0,0,1
34029,0,0,1
34030,0,0,1
34031,0,0,1
34032,0,0,1
34033,0,0,1
34034,0,0,1
34035,0,0,2
34036,0,0,2
34037,0,0,2
34038,0,0,2
34039,0,0,2
34040,0,0,1
34041,0,0,1
34042,0,0,1
34043,0,0,1
34044,0,0,1
34045,0,0,1
34046,0,0,1
34047,0,0,1
34048,0,0,1
34049,0,0,1
34050,0,0,2
34051,0,0,2
34052,0,0,1
34053,0,0,1
34054,0,0,1
34055,0,0,1
34056,0,0,3
34057,0,0,3
34058,0,0,3
34059,0,0,3
34060,0,0,1
34061,0,0,1
34062,0,0,1
34063,0,0,1
34064,0,0,1
34065,0,0,1
34066,0,0,3
34067,0,0,3
34068,0,0,3
34069,0,0,2
34070,0,0,2
34071,0,0,2
34072,0,0,1
34073,0,0,1
34074,0,0,1
34075,0,0,1
34076,0,0,1
34077,0,0,1
34078,0,0,2
34079,0,0,2
34080,0,0,1
34081,0,0,1
34082,0,0,1
34083,0,0,1
34084,0,0,2
34085,0,0,2
34086,0,0,1
34087,0,0,1
34088,0,0,1
34089,0,0,1
34090,0,0,1
34091,0,0,1
34092,0,0,1
34093,0,0,3
34094,0,0,3
34095,0,0,3
34096,0,0,1
34097,0,0,1
34098,0,0,1
34099,0,0,1
34100,0,0,1
34101,0,0,1
34102,0,0,2
34103,0,0,2
34104,0,0,2
34105,0,0,3
34106,0,0,3
34107,0,0,3
34108,0,0,1
34109,0,0,1
34110,0,0,2
34111,0,0,2
34112,0,0,2
34113,0,0,1
34114,0,0,1
34115,0,0,2
34116,0,0,2
34117,0,0,1
34118,0,0,1
34119,0,0,2
34120,0,0,2
34121,0,0,1
34122,0,0,1
34123,0,0,1
34124,0,0,1
34125,0,0,2
34126,0,0,2
34127,0,0,2
34128,0,0,1
34129,0,0,1
34130,0,0,1
34131,0,0,1
34132,0,0,2
34133,0,0,2
34134,0,0,1
34135,0,0,1
34136,0,0,1
34137,0,0,1
34138,0,0,1
34139,0,0,1
34140,0,0,1
34141,0,0,3
34142,0,0,3
34143,0,0,3
34144,0,0,1
34145,0,0,1
34146,0,0,2
34147,0,0,2
34148,0,0,2
34149,0,0,1
34150,0,0,1
34151,0,0,1
34152,0,0,1
34153,0,0,2
34154,0,0,2
34155,0,0,1
34156,0,0,1
34157,0,0,1
34158,0,0,1
34159,0,0,1
34160,0,0,1
34161,0,0,1
34162,0,0,1
34163,0,0,1
34164,0,0,1
34165,0,0,2
34166,0,0,2
34167,0,0,2
34168,0,0,2
34169,0,0,2
34170,0,0,2
34171,0,0,1
34172,0,0,1
34173,0,0,1
34174,0,0,1
34175,0,0,1
34176,0,0,1
34177,0,0,1
34178,0,0,1
34179,0,0,1
34180,0,0,1
34181,0,0,1
34182,0,0,1
34183,0,0,2
34184,0,0,2
34185,0,0,1
34186,0,0,1
34187,0,0,2
34188,0,0,2
34189,0,0,1
34190,0,0,1
34191,0,0,2
34192,0,0,2
34193,0,0,2
34194,0,0,1
34195,0,0,1
34196,0,0,1
34197,0,0,1
34198,0,0,1
34199,0,0,1
34200,0,0,1
34201,0,0,2
34202,0,0,2
34203,0,0,1
34204,0,0,1
34205,0,0,1
34206,0,0,1
34207,0,0,1
34208,0,0,1
34209,0,0,4
34210,0,0,4
34211,0,0,4
34212,0,0,4
34213,0,0,4
34214,0,0,4
34215,0,0,1
34216,0,0,1
34217,0,0,1
34218,0,0,1
34219,0,0,1
34220,0,0,1
34221,0,0,1
34222,0,0,1
34223,0,0,1
34224,0,0,1
34225,0,0,1
34226,0,0,1
34227,0,0,1
34228,0,0,1
34229,0,0,1
34230,0,0,1
34231,0,0,3
34232,0,0,3
34233,0,0,3
34234,0,0,2
34235,0,0,2
34236,0,0,2
34237,0,0,1
34238,0,0,1
34239,0,0,2
34240,0,0,2
34241,0,0,1
34242,0,0,1
34243,0,0,1
34244,0,0,1
34245,0,0,1
34246,0,0,1
34247,0,0,1
34248,0,0,1
34249,0,0,3
34250,0,0,3
34251,0,0,3
34252,0,0,2
34253,0,0,2
34254,0,0,1
34255,0,0,1
34256,0,0,1
34257,0,0,1
34258,0,0,1
34259,0,0,1
34260,0,0,1
34261,0,0,1
34262,0,0,1
34263,0,0,2
34264,0,0,2
34265,0,0,1
34266,0,0,1
34267,0,0,2
34268,0,0,2
34269,0,0,1
34270,0,0,1
34271,0,0,2
34272,0,0,2
34273,0,0,2
34274,0,0,1
34275,0,0,1
34276,0,0,1
34277,0,0,1
34278,0,0,1
34279,0,0,1
34280,0,0,1
34281,0,0,1
34282,0,0,1
34283,0,0,1
34284,0,0,2
34285,0,0,2
34286,0,0,2
34287,0,0,2
34288,0,0,2
34289,0,0,1
34290,0,0,1
34291,0,0,1
34292,0,0,1
34293,0,0,1
34294,0,0,1
34295,0,0,1
34296,0,0,1
34297,0,0,1
34298,0,0,1
34299,0,0,1
34300,0,0,1
34301,0,0,4
34302,0,0,4
34303,0,0,4
34304,0,0,4
34305,0,0,1
34306,0,0,1
34307,0,0,1
34308,0,0,1
34309,0,0,1
34310,0,0,1
34311,0,0,1
34312,0,0,1
34313,0,0,1
34314,0,0,1
34315,0,0,2
34316,0,0,2
34317,0,0,1
34318,0,0,1
34319,0,0,1
34320,0,0,1
34321,0,0,1
34322,0,0,1
34323,0,0,1
34324,0,0,1
34325,0,0,1
34326,0,0,2
34327,0,0,2
34328,0,0,2
34329,0,0,1
34330,0,0,1
34331,0,0,1
34332,0,0,1
34333,0,0,1
34334,0,0,1
34335,0,0,2
34336,0,0,2
34337,0,0,2
34338,0,0,2
34339,0,0,1
34340,0,0,1
34341,0,0,1
34342,0,0,2
34343,0,0,2
34344,0,0,2
34345,0,0,1
34346,0,0,1
34347,0,0,1
34348,0,0,1
34349,0,0,2
34350,0,0,2
34351,0,0,1
34352,0,0,1
34353,0,0,1
34354,0,0,1
34355,0,0,2
34356,0,0,2
34357,0,0,2
34358,0,0,2
34359,0,0,2
34360,0,0,1
34361,0,0,1
34362,0,0,1
34363,0,0,1
34364,0,0,1
34365,0,0,1
34366,0,0,1
34367,0,0,2
34368,0,0,2
34369,0,0,2
34370,0,0,2
34371,0,0,2
34372,0,0,2
34373,0,0,1
34374,0,0,1
34375,0,0,1
34376,0,0,1
34377,0,0,1
34378,0,0,1
34379,0,0,1
34380,0,0,1
34381,0,0,1
34382,0,0,1
34383,0,0,1
34384,0,0,1
34385,0,0,1
34386,0,0,1
34387,0,0,2
34388,0,0,2
34389,0,0,1
34390,0,0,1
34391,0,0,1
34392,0,0,1
34393,0,0,2
34394,0,0,2
34395,0,0,2
34396,0,0,2
34397,0,0,1
34398,0,0,1
34399,0,0,1
34400,0,0,1
34401,0,0,1
34402,0,0,1
34403,0,0,1
34404,0,0,1
34405,0,0,1
34406,0,0,1
34407,0,0,1
34408,0,0,1
34409,0,0,1
34410,0,0,1
34411,0,0,2
34412,0,0,2
34413,0,0,3
34414,0,0,3
34415,0,0,3
34416,0,0,1
34417,0,0,1
34418,0,0,1
34419,0,0,1
34420,0,0,1
34421,0,0,1
34422,0,0,1
34423,0,0,1
34424,0,0,1
34425,0,0,1
34426,0,0,1
34427,0,0,1
34428,0,0,1
34429,0,0,1
34430,0,0,1
34431,0,0,1
34432,0,0,2
34433,0,0,2
34434,0,0,2
34435,0,0,1
34436,0,0,1
34437,0,0,1
34438,0,0,1
34439,0,0,1
34440,0,0,1
34441,0,0,1
34442,0,0,1
34443,0,0,1
34444,0,0,1
34445,0,0,1
34446,0,0,1
34447,0,0,1
34448,0,0,1
34449,0,0,1
34450,0,0,1
34451,0,0,1
34452,0,0,1
34453,0,0,1
34454,0,0,1
34455,0,0,2
34456,0,0,2
34457,0,0,1
34458,0,0,1
34459,0,0,1
34460,0,0,2
34461,0,0,2
34462,0,0,1
34463,0,0,1
34464,0,0,1
34465,0,0,1
34466,0,0,1
34467,0,0,1
34468,0,0,1
34469,0,0,1
34470,0,0,1
34471,0,0,1
34472,0,0,2
34473,0,0,2
34474,0,0,1
34475,0,0,1
34476,0,0,1
34477,0,0,1
34478,0,0,1
34479,0,0,1
34480,0,0,1
34481,0,0,1
34482,0,0,1
34483,0,0,2
34484,0,0,2
34485,0,0,1
34486,0,0,1
34487,0,0,3
34488,0,0,3
34489,0,0,3
34490,0,0,1
34491,0,0,1
34492,0,0,2
34493,0,0,2
34494,0,0,1
34495,0,0,1
34496,0,0,1
34497,0,0,1
34498,0,0,1
34499,0,0,1
34500,0,0,2
34501,0,0,2
34502,0,0,1
34503,0,0,1
34504,0,0,2
34505,0,0,2
34506,0,0,1
34507,0,0,1
34508,0,0,1
34509,0,0,1
34510,0,0,1
34511,0,0,1
34512,0,0,2
34513,0,0,2
34514,0,0,2
34515,0,0,2
34516,0,0,2
34517,0,0,1
34518,0,0,1
34519,0,0,1
34520,0,0,1
34521,0,0,1
34522,0,0,1
34523,0,0,2
34524,0,0,2
34525,0,0,1
34526,0,0,1
34527,0,0,1
34528,0,0,1
34529,0,0,1
34530,0,0,1
34531,0,0,1
34532,0,0,1
34533,0,0,1
34534,0,0,1
34535,0,0,6
34536,0,0,6
34537,0,0,6
34538,0,0,6
34539,0,0,6
34540,0,0,6
34541,0,0,6
34542,0,0,1
34543,0,0,1
34544,0,0,1
34545,0,0,1
34546,0,0,2
34547,0,0,2
34548,0,0,2
34549,0,0,1
34550,0,0,1
34551,0,0,1
34552,0,0,1
34553,0,0,2
34554,0,0,2
34555,0,0,2
34556,0,0,2
34557,0,0,1
34558,0,0,1
34559,0,0,2
34560,0,0,2
34561,0,0,1
34562,0,0,1
34563,0,0,1
34564,0,0,1
34565,0,0,1
34566,0,0,1
34567,0,0,1
34568,0,0,1
34569,0,0,2
34570,0,0,2
34571,0,0,1
34572,0,0,1
34573,0,0,1
34574,0,0,1
34575,0,0,1
34576,0,0,1
34577,0,0,1
34578,0,0,1
34579,0,0,1
34580,0,0,1
34581,0,0,1
34582,0,0,1
34583,0,0,1
34584,0,0,1
34585,0,0,1
34586,0,0,1
34587,0,0,1
34588,0,0,1
34589,0,0,1
34590,0,0,1
34591,0,0,2
34592,0,0,2
34593,0,0,2
34594,0,0,1
34595,0,0,1
34596,0,0,1
34597,0,0,1
34598,0,0,1
34599,0,0,1
34600,0,0,1
34601,0,0,1
34602,0,0,1
34603,0,0,1
34604,0,0,1
34605,0,0,1
34606,0,0,1
34607,0,0,1
34608,0,0,1
34609,0,0,1
34610,0,0,2
34611,0,0,2
34612,0,0,1
34613,0,0,1
34614,0,0,1
34615,0,0,1
34616,0,0,1
34617,0,0,1
34618,0,0,1
34619,0,0,1
34620,0,0,2
34621,0,0,2
34622,0,0,2
34623,0,0,2
34624,0,0,1
34625,0,0,1
34626,0,0,1
34627,0,0,1
34628,0,0,1
34629,0,0,1
34630,0,0,1
34631,0,0,1
34632,0,0,1
34633,0,0,1
34634,0,0,1
34635,0,0,1
34636,0,0,1
34637,0,0,1
34638,0,0,1
34639,0,0,1
34640,0,0,1
34641,0,0,1
34642,0,0,1
34643,0,0,1
34644,0,0,1
34645,0,0,1
34646,0,0,1
34647,0,0,1
34648,0,0,1
34649,0,0,1
34650,0,0,1
34651,0,0,1
34652,0,0,1
34653,0,0,1
34654,0,0,1
34655,0,0,1
34656,0,0,1
34657,0,0,1
34658,0,0,1
34659,0,0,1
34660,0,0,1
34661,0,0,2
34662,0,0,2
34663,0,0,1
34664,0,0,1
34665,0,0,1
34666,0,0,1
34667,0,0,1
34668,0,0,1
34669,0,0,1
34670,0,0,1
34671,0,0,1
34672,0,0,1
34673,0,0,1
34674,0,0,1
34675,0,0,1
34676,0,0,2
34677,0,0,2
34678,0,0,1
34679,0,0,1
34680,0,0,1
34681,0,0,1
34682,0,0,1
34683,0,0,1
34684,0,0,1
34685,0,0,1
34686,0,0,1
34687,0,0,1
34688,0,0,1
34689,0,0,1
34690,0,0,1
34691,0,0,1
34692,0,0,1
34693,0,0,1
34694,0,0,1
34695,0,0,2
34696,0,0,2
34697,0,0,2
34698,0,0,2
34699,0,0,2
34700,0,0,1
34701,0,0,1
34702,0,0,1
34703,0,0,1
34704,0,0,1
34705,0,0,1
34706,0,0,2
34707,0,0,2
34708,0,0,1
34709,0,0,1
34710,0,0,1
34711,0,0,1
34712,0,0,2
34713,0,0,2
34714,0,0,1
34715,0,0,1
34716,0,0,2
34717,0,0,2
34718,0,0,1
34719,0,0,1
34720,0,0,1
34721,0,0,1
34722,0,0,2
34723,0,0,2
34724,0,0,1
34725,0,0,1
34726,0,0,1
34727,0,0,1
34728,0,0,1
34729,0,0,2
34730,0,0,2
34731,0,0,2
34732,0,0,1
34733,0,0,1
34734,0,0,1
34735,0,0,1
34736,0,0,2
34737,0,0,2
34738,0,0,1
34739,0,0,1
34740,0,0,1
34741,0,0,1
34742,0,0,1
34743,0,0,1
34744,0,0,2
34745,0,0,2
34746,0,0,1
34747,0,0,1
34748,0,0,1
34749,0,0,1
34750,0,0,1
34751,0,0,1
34752,0,0,1
34753,0,0,1
34754,0,0,1
34755,0,0,1
34756,0,0,1
34757,0,0,1
34758,0,0,1
34759,0,0,1
34760,0,0,2
34761,0,0,2
34762,0,0,1
34763,0,0,1
34764,0,0,2
34765,0,0,2
34766,0,0,1
34767,0,0,1
34768,0,0,1
34769,0,0,1
34770,0,0,1
34771,0,0,1
34772,0,0,1
34773,0,0,1
34774,0,0,1
34775,0,0,3
34776,0,0,3
34777,0,0,3
34778,0,0,3
34779,0,0,1
34780,0,0,1
34781,0,0,3
34782,0,0,3
34783,0,0,3
34784,0,0,2
34785,0,0,2
34786,0,0,2
34787,0,0,2
34788,0,0,2
34789,0,0,2
34790,0,0,2
34791,0,0,2
34792,0,0,2
34793,0,0,1
34794,0,0,1
34795,0,0,1
34796,0,0,1
34797,0,0,1
34798,0,0,1
34799,0,0,1
34800,0,0,1
34801,0,0,1
34802,0,0,1
34803,0,0,1
34804,0,0,2
34805,0,0,2
34806,0,0,2
34807,0,0,2
34808,0,0,2
34809,0,0,2
34810,0,0,2
34811,0,0,1
34812,0,0,1
34813,0,0,2
34814,0,0,2
34815,0,0,1
34816,0,0,1
34817,0,0,1
34818,0,0,1
34819,0,0,2
34820,0,0,2
34821,0,0,1
34822,0,0,1
34823,0,0,1
34824,0,0,1
34825,0,0,1
34826,0,0,1
34827,0,0,2
34828,0,0,2
34829,0,0,2
34830,0,0,2
34831,0,0,1
34832,0,0,1
34833,0,0,2
34834,0,0,2
34835,0,0,2
34836,0,0,2
34837,0,0,1
34838,0,0,1
34839,0,0,1
34840,0,0,1
34841,0,0,1
34842,0,0,1
34843,0,0,1
34844,0,0,1
34845,0,0,1
34846,0,0,1
34847,0,0,1
34848,0,0,1
34849,0,0,1
34850,0,0,1
34851,0,0,2
34852,0,0,2
34853,0,0,1
34854,0,0,1
34855,0,0,1
34856,0,0,1
34857,0,0,1
34858,0,0,1
34859,0,0,1
34860,0,0,1
34861,0,0,2
34862,0,0,2
34863,0,0,2
34864,0,0,2
34865,0,0,1
34866,0,0,1
34867,0,0,1
34868,0,0,1
34869,0,0,3
34870,0,0,3
34871,0,0,3
34872,0,0,1
34873,0,0,1
34874,0,0,1
34875,0,0,1
34876,0,0,1
34877,0,0,1
34878,0,0,1
34879,0,0,1
34880,0,0,1
34881,0,0,1
34882,0,0,1
34883,0,0,1
34884,0,0,1
34885,0,0,2
34886,0,0,2
34887,0,0,2
34888,0,0,1
34889,0,0,1
34890,0,0,1
34891,0,0,1
34892,0,0,1
34893,0,0,1
34894,0,0,1
34895,0,0,1
34896,0,0,2
34897,0,0,2
34898,0,0,1
34899,0,0,1
34900,0,0,1
34901,0,0,1
34902,0,0,1
34903,0,0,1
34904,0,0,2
34905,0,0,2
34906,0,0,1
34907,0,0,1
34908,0,0,1
34909,0,0,1
34910,0,0,1
34911,0,0,1
34912,0,0,4
34913,0,0,4
34914,0,0,4
34915,0,0,4
34916,0,0,1
34917,0,0,1
34918,0,0,2
34919,0,0,2
34920,0,0,2
34921,0,0,2
34922,0,0,1
34923,0,0,1
34924,0,0,1
34925,0,0,1
34926,0,0,1
34927,0,0,1
34928,0,0,1
34929,0,0,1
34930,0,0,1
34931,0,0,1
34932,0,0,1
34933,0,0,1
34934,0,0,1
34935,0,0,1
34936,0,0,1
34937,0,0,1
34938,0,0,1
34939,0,0,2
34940,0,0,2
34941,0,0,1
34942,0,0,1
34943,0,0,1
34944,0,0,2
34945,0,0,2
34946,0,0,1
34947,0,0,1
34948,0,0,2
34949,0,0,2
34950,0,0,3
34951,0,0,3
34952,0,0,3
34953,0,0,2
34954,0,0,2
34955,0,0,2
34956,0,0,1
34957,0,0,1
34958,0,0,1
34959,0,0,1
34960,0,0,1
34961,0,0,1
34962,0,0,1
34963,0,0,1
34964,0,0,1
34965,0,0,1
34966,0,0,1
34967,0,0,1
34968,0,0,1
34969,0,0,1
34970,0,0,1
34971,0,0,1
34972,0,0,1
34973,0,0,1
34974,0,0,1
34975,0,0,1
34976,0,0,1
34977,0,0,1
34978,0,0,1
34979,0,0,1
34980,0,0,1
34981,0,0,1
34982,0,0,2
34983,0,0,2
34984,0,0,2
34985,0,0,2
34986,0,0,1
34987,0,0,1
34988,0,0,1
